speaker_id,start_time,end_time,text,sentiment_1,sentiment_score_1,sentiment_2,sentiment_score_2,sentiment_3,sentiment_score_3,sentiment_4,sentiment_score_4,sentiment_5,sentiment_score_5,sentiment_6,sentiment_score_6,sentiment_7,sentiment_score_7,sentiment_8,sentiment_score_8,sentiment_9,sentiment_score_9,sentiment_10,sentiment_score_10,sentiment_11,sentiment_score_11,sentiment_12,sentiment_score_12,sentiment_13,sentiment_score_13,sentiment_14,sentiment_score_14,sentiment_15,sentiment_score_15,quintile
spk_1,42.603844,46.039524,What do you think of my roommate? You normally little worried.,Sadness,0.5666100382804871,Distress,0.550638735294342,Fear,0.4081275165081024,Anxiety,0.37957441806793213,Pain,0.3567439019680023,Confusion,0.2224130779504776,Surprise (negative),0.17394021153450012,Disappointment,0.1696215718984604,Empathic Pain,0.13205201923847198,Horror,0.09722340106964111,Doubt,0.09387560188770294,Shame,0.08497638255357742,Guilt,0.08169448375701904,Embarrassment,0.06779928505420685,Awkwardness,0.060987476259469986,3
spk_1,42.603844,43.64254,What do you think of my roommate?,Distress,0.31470751762390137,Confusion,0.272748738527298,Surprise (negative),0.2420354038476944,Fear,0.19843974709510803,Anxiety,0.1966172456741333,Sadness,0.15996335446834564,Pain,0.1556258201599121,Horror,0.11481475085020065,Amusement,0.11421900987625122,Disappointment,0.08262670040130615,Anger,0.07500668615102768,Interest,0.06700264662504196,Awkwardness,0.06164845824241638,Shame,0.047069575637578964,Surprise (positive),0.044422466307878494,3
spk_1,42.923443,47.158115,think of my roommate? You normally little worried. I'm sure what to say.,Distress,0.4119442403316498,Sadness,0.3927973508834839,Fear,0.31078267097473145,Anxiety,0.30994683504104614,Disappointment,0.14216551184654236,Doubt,0.1393904834985733,Empathic Pain,0.13560402393341064,Pain,0.1240917220711708,Confusion,0.10478945821523666,Sympathy,0.09232312440872192,Guilt,0.08024973422288895,Shame,0.06749384850263596,Embarrassment,0.0567050501704216,Surprise (negative),0.0525280237197876,Contemplation,0.03745827451348305,3
spk_1,45.08073,47.717415,"You normally little worried. I'm sure what to say. Like,",Doubt,0.477178692817688,Anxiety,0.4764842092990875,Fear,0.4274456799030304,Distress,0.33301666378974915,Sympathy,0.18195581436157227,Sadness,0.16955378651618958,Confusion,0.1401992291212082,Empathic Pain,0.13450837135314941,Contemplation,0.10275527834892273,Disappointment,0.09064653515815735,Awkwardness,0.06718974560499191,Guilt,0.057920683175325394,Pain,0.04602054879069328,Surprise (negative),0.03044947423040867,Embarrassment,0.02660432457923889,3
spk_1,45.08073,49.075706,"You normally little worried. I'm sure what to say. Like, he's a good",Sympathy,0.3648730516433716,Doubt,0.3471849858760834,Anxiety,0.276528537273407,Fear,0.2474553883075714,Contemplation,0.19182656705379486,Distress,0.1913624256849289,Empathic Pain,0.18001142144203186,Sadness,0.17599688470363617,Confusion,0.10263215005397797,Awkwardness,0.0707613155245781,Guilt,0.05970466881990433,Disappointment,0.05559921637177467,Interest,0.03646126016974449,Calmness,0.027500657364726067,Pain,0.02192460000514984,3
spk_1,45.08073,46.039524,You normally little worried.,2,0.34735193848609924,1,0.34716105461120605,3,0.1872492879629135,4,0.09205774962902069,5,0.03156275674700737,6,0.015008008107542992,7,0.010112792253494263,8,0.006100299768149853,9,0.003268193220719695,,,,,,,,,,,,,3
spk_1,45.719925,49.975204,"worried. I'm sure what to say. Like, he's a good guy, but",Doubt,0.4999649226665497,Contemplation,0.407211035490036,Sympathy,0.3197474181652069,Confusion,0.2758452296257019,Fear,0.25420820713043213,Empathic Pain,0.20076808333396912,Anxiety,0.1872515082359314,Distress,0.1840352714061737,Sadness,0.17752878367900848,Guilt,0.16855397820472717,Awkwardness,0.12371787428855896,Disappointment,0.10132558643817902,Calmness,0.056214358657598495,Interest,0.05251099914312363,Pain,0.049675311893224716,3
spk_1,46.19932,47.158115,I'm sure what to say.,4,0.20460128784179688,2,0.20308803021907806,3,0.19120213389396667,5,0.15899208188056946,1,0.07404908537864685,6,0.07174253463745117,7,0.04811513423919678,8,0.02576751820743084,9,0.009417898952960968,,,,,,,,,,,,,3
spk_1,46.91842,51.23299,"say. Like, he's a good guy, but like I'm a slightly worried",Doubt,0.4591005742549896,Contemplation,0.41758039593696594,Sympathy,0.2976642847061157,Confusion,0.2331801950931549,Awkwardness,0.20215944945812225,Fear,0.19348719716072083,Empathic Pain,0.17131435871124268,Anxiety,0.13672515749931335,Realization,0.12608009576797485,Guilt,0.11542900651693344,Distress,0.10328157246112823,Disappointment,0.09979353100061417,Sadness,0.0876895859837532,Calmness,0.07952389866113663,Concentration,0.07909464836120605,4
spk_1,47.557613,53.470177,"Like, he's a good guy, but like I'm a slightly worried that he might kick me, so I'm sure what to do?",4,0.4346328675746918,3,0.2650277614593506,2,0.13144807517528534,5,0.11675628274679184,6,0.0319172739982605,1,0.024829551577568054,7,0.011287983506917953,8,0.0027913141530007124,9,0.0007482300861738622,,,,,,,,,,,,,4
spk_1,48.596306,52.111885,"he's a good guy, but like I'm a slightly worried that he might kick",Doubt,0.7224807739257812,Sympathy,0.5449260473251343,Fear,0.32756978273391724,Anxiety,0.32636764645576477,Awkwardness,0.29574599862098694,Confusion,0.2740728557109833,Empathic Pain,0.24183295667171478,Contemplation,0.23255901038646698,Distress,0.20912323892116547,Guilt,0.13732533156871796,Disappointment,0.12088240683078766,Sadness,0.1200699433684349,Realization,0.11413674801588058,Calmness,0.07762490957975388,Surprise (negative),0.06858906149864197,4
spk_1,48.915905,53.07068,"good guy, but like I'm a slightly worried that he might kick me, so I'm sure what",Doubt,0.679948091506958,Sympathy,0.4679798483848572,Fear,0.33242252469062805,Contemplation,0.2673926055431366,Anxiety,0.266183465719223,Awkwardness,0.23283980786800385,Confusion,0.1686754673719406,Distress,0.16014942526817322,Empathic Pain,0.14841973781585693,Calmness,0.11031494289636612,Guilt,0.0923975333571434,Interest,0.08660575747489929,Sadness,0.08246961981058121,Concentration,0.07836440950632095,Disappointment,0.04872562736272812,4
spk_1,50.1144,53.470177,"like I'm a slightly worried that he might kick me, so I'm sure what to do?",Doubt,0.7640157341957092,Fear,0.5190532207489014,Anxiety,0.47544723749160767,Confusion,0.24229761958122253,Distress,0.20197570323944092,Sympathy,0.20049555599689484,Contemplation,0.17114964127540588,Awkwardness,0.14667627215385437,Interest,0.10250978171825409,Sadness,0.08080239593982697,Empathic Pain,0.07884614914655685,Concentration,0.06648293137550354,Calmness,0.06342378258705139,Determination,0.05898202955722809,Disappointment,0.042968396097421646,4
spk_1,50.91339,55.488266,"worried that he might kick me, so I'm sure what to do? You sound",Interest,0.27067646384239197,Contemplation,0.2294534593820572,Sympathy,0.15170717239379883,Doubt,0.14504311978816986,Concentration,0.12298023700714111,Calmness,0.11585236340761185,Awkwardness,0.0668521448969841,Anxiety,0.06610052287578583,Adoration,0.05168808996677399,Admiration,0.049537692219018936,Confusion,0.04396617040038109,Empathic Pain,0.04322553053498268,Amusement,0.04228269308805466,Envy,0.03935393691062927,Fear,0.0353299044072628,4
spk_1,51.952087,55.94706,"kick me, so I'm sure what to do? You sound apprehensive.",Doubt,0.33757367730140686,Anxiety,0.31612876057624817,Awkwardness,0.29853516817092896,Confusion,0.2802441418170929,Concentration,0.25275298953056335,Interest,0.17994092404842377,Contemplation,0.169310063123703,Determination,0.16385766863822937,Fear,0.1297309398651123,Calmness,0.10822973400354385,Distress,0.10765349864959717,Amusement,0.07141430675983429,Embarrassment,0.06445044279098511,Surprise (negative),0.04497401788830757,Horror,0.04000747948884964,4
spk_1,52.99078,56.985756,what to do? You sound apprehensive. Yeah. Don't know.,Doubt,0.3225666880607605,Awkwardness,0.32094982266426086,Contemplation,0.2435557097196579,Confusion,0.22978955507278442,Concentration,0.19384129345417023,Anxiety,0.14669032394886017,Interest,0.11328265070915222,Calmness,0.10868925601243973,Embarrassment,0.09022126346826553,Distress,0.0845099613070488,Fear,0.060995131731033325,Sympathy,0.057346027344465256,Amusement,0.05410045012831688,Determination,0.04330231621861458,Surprise (negative),0.04225011542439461,4
spk_1,54.82847,55.94706,You sound apprehensive.,2,0.317874938249588,3,0.30437371134757996,4,0.23853103816509247,1,0.10188654065132141,5,0.03438485786318779,6,0.008858734741806984,7,0.005129823926836252,8,0.0025093057192862034,9,0.0011198720894753933,,,,,,,,,,,,,4
spk_1,54.82847,58.032074,"You sound apprehensive. Yeah. Don't know. I don't know,",Awkwardness,0.24920137226581573,Anxiety,0.22543059289455414,Distress,0.20080465078353882,Doubt,0.09666138142347336,Fear,0.08951224386692047,Embarrassment,0.08240785449743271,Confusion,0.07829158008098602,Disgust,0.06906524300575256,Horror,0.058855947107076645,Contemplation,0.057312238961458206,Surprise (negative),0.050287503749132156,Disappointment,0.04836762696504593,Determination,0.046661823987960815,Concentration,0.04224313795566559,Calmness,0.0357712060213089,4
spk_1,54.988266,59.058807,"sound apprehensive. Yeah. Don't know. I don't know, I have, like a mixed",Awkwardness,0.33577072620391846,Anxiety,0.2780733108520508,Distress,0.2528131306171417,Doubt,0.16953596472740173,Contemplation,0.15692874789237976,Confusion,0.11544452607631683,Embarrassment,0.1108882799744606,Fear,0.09141427278518677,Disappointment,0.060473792254924774,Shame,0.05204125493764877,Realization,0.04789450764656067,Guilt,0.047875650227069855,Sadness,0.04334145784378052,Empathic Pain,0.04253104701638222,Horror,0.03909485414624214,4
spk_1,56.346558,60.085545,"Yeah. Don't know. I don't know, I have, like a mixed feelings about this, you know?",Doubt,0.31589993834495544,Awkwardness,0.30102553963661194,Contemplation,0.27789464592933655,Embarrassment,0.18961720168590546,Anxiety,0.15248380601406097,Guilt,0.14762075245380402,Distress,0.13523481786251068,Confusion,0.12272670120000839,Sadness,0.10823367536067963,Shame,0.07443264126777649,Disappointment,0.04752769321203232,Realization,0.04525160789489746,Empathic Pain,0.044978126883506775,Concentration,0.043056901544332504,Fear,0.042469970881938934,4
spk_1,56.346558,56.42646,Yeah.,2,0.31380000710487366,3,0.3019402027130127,4,0.23446804285049438,1,0.10496534407138824,5,0.0341680571436882,6,0.012603544630110264,7,0.007777882274240255,8,0.003910900093615055,9,0.0015512051759287715,,,,,,,,,,,,,4
spk_1,56.746056,56.985756,Don't know.,2,0.28718310594558716,3,0.26103025674819946,4,0.2344428151845932,1,0.13542254269123077,5,0.06041496992111206,6,0.015317936427891254,7,0.00702566048130393,8,0.0036241072230041027,9,0.0015351007459685206,,,,,,,,,,,,,4
spk_1,57.795135,60.085545,"I don't know, I have, like a mixed feelings about this, you know?",Doubt,0.3360613286495209,Awkwardness,0.24851621687412262,Contemplation,0.22212088108062744,Anxiety,0.16751523315906525,Embarrassment,0.15512917935848236,Confusion,0.15311147272586823,Guilt,0.13782334327697754,Fear,0.1248742863535881,Distress,0.11727413535118103,Tiredness,0.08626439422369003,Sadness,0.07673767954111099,Shame,0.07607613503932953,Sympathy,0.0703970417380333,Calmness,0.061120063066482544,Empathic Pain,0.055825717747211456,4
spk_1,57.953094,60.085545,"know, I have, like a mixed feelings about this, you know?",Doubt,0.3344952464103699,Anxiety,0.21556605398654938,Awkwardness,0.20789730548858643,Contemplation,0.18985824286937714,Embarrassment,0.15696072578430176,Distress,0.14983652532100677,Fear,0.1492014229297638,Guilt,0.14597950875759125,Confusion,0.13103146851062775,Sadness,0.10655443370342255,Tiredness,0.10518992692232132,Shame,0.08463099598884583,Sympathy,0.08097456395626068,Empathic Pain,0.0740949735045433,Calmness,0.048126962035894394,4
